Job Title,Company,Location,Salary,Funding Stage,Source,Job URL,Company Website,Date Scraped,Is Freelance,Notes,Status
Founding AI Engineer,Uplane,"San Francisco, Ca, Us",Not Disclosed,F25,YCombinator,https://www.workatastartup.com/jobs/87616,https://www.workatastartup.com/companies/uplane,2026-03-15,No,Batch: F25 | Replace marketing agencies with AI | Role: Data science,
